"COMMON_NAME","SPECIES_ITIS","NESPP3","STAT_AREA","AREA_TYPE","AREA_NAME","listed"
"WOLFFISH","171341","512",626,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",626,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",627,"QM_landings","UNIT",1
"AM SHAD","161702","347",627,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",627,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",627,"QM_landings","UNIT",1
"BLUEFISH","168559","023",627,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",627,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",627,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",627,"QM_landings","UNIT",1
"COD","164712","081",627,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",627,"QM_landings","MA",1
"FLUKE","172735","121",627,"QM_landings","UNIT",1
"HADDOCK","164744","147",627,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",627,"QM_landings","UNIT",1
"HALIBUT","172933","159",627,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",627,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",627,"QM_landings","UNIT",1
"MONKFISH","164499","012",627,"QM_landings","S",1
"OCEAN POUT","630979","250",627,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",627,"QM_landings","UNIT",1
"POLLOCK","164727","269",627,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",627,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",627,"QM_landings","UNIT",1
"RED CRAB","620992","710",627,"QM_landings","UNIT",1
"RED HAKE","164730","152",627,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",627,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",627,"QM_landings","UNIT",1
"SCUP","169182","329",627,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",627,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",627,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",627,"QM_landings","S",1
"SKATE, LITTLE","564130","366",627,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",627,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",627,"QM_landings","S",1
"SKATE, THORNY","564149","370",627,"QM_landings","S",1
"SKATE, WINTER","564145","367",627,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",627,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",627,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",627,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",627,"QM_landings","S",1
"WINDOWPANE","172746","125",627,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",627,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",627,"QM_landings","UNIT",1
"WOLFFISH","171341","512",627,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",627,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",628,"QM_landings","UNIT",1
"AM SHAD","161702","347",628,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",628,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",628,"QM_landings","UNIT",1
"BLUEFISH","168559","023",628,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",628,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",628,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",628,"QM_landings","UNIT",1
"COD","164712","081",628,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",628,"QM_landings","MA",1
"FLUKE","172735","121",628,"QM_landings","UNIT",1
"HADDOCK","164744","147",628,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",628,"QM_landings","UNIT",1
"HALIBUT","172933","159",628,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",628,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",628,"QM_landings","UNIT",1
"MONKFISH","164499","012",628,"QM_landings","S",1
"OCEAN POUT","630979","250",628,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",628,"QM_landings","UNIT",1
"POLLOCK","164727","269",628,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",628,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",628,"QM_landings","UNIT",1
"RED CRAB","620992","710",628,"QM_landings","UNIT",1
"RED HAKE","164730","152",628,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",628,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",628,"QM_landings","UNIT",1
"SCUP","169182","329",628,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",628,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",628,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",628,"QM_landings","S",1
"SKATE, LITTLE","564130","366",628,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",628,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",628,"QM_landings","S",1
"SKATE, THORNY","564149","370",628,"QM_landings","S",1
"SKATE, WINTER","564145","367",628,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",628,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",628,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",628,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",628,"QM_landings","S",1
"WINDOWPANE","172746","125",628,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",628,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",628,"QM_landings","UNIT",1
"WOLFFISH","171341","512",628,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",628,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",629,"QM_landings","UNIT",1
"AM SHAD","161702","347",629,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",629,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",629,"QM_landings","UNIT",1
"BLUEFISH","168559","023",629,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",629,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",629,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",629,"QM_landings","UNIT",1
"COD","164712","081",629,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",629,"QM_landings","MA",1
"FLUKE","172735","121",629,"QM_landings","UNIT",1
"HADDOCK","164744","147",629,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",629,"QM_landings","UNIT",1
"HALIBUT","172933","159",629,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",629,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",629,"QM_landings","UNIT",1
"MONKFISH","164499","012",629,"QM_landings","S",1
"OCEAN POUT","630979","250",629,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",629,"QM_landings","UNIT",1
"POLLOCK","164727","269",629,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",629,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",629,"QM_landings","UNIT",1
"RED CRAB","620992","710",629,"QM_landings","UNIT",1
"RED HAKE","164730","152",629,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",629,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",629,"QM_landings","UNIT",1
"SCUP","169182","329",629,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",629,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",629,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",629,"QM_landings","S",1
"SKATE, LITTLE","564130","366",629,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",629,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",629,"QM_landings","S",1
"SKATE, THORNY","564149","370",629,"QM_landings","S",1
"SKATE, WINTER","564145","367",629,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",629,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",629,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",629,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",629,"QM_landings","S",1
"WINDOWPANE","172746","125",629,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",629,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",629,"QM_landings","UNIT",1
"WOLFFISH","171341","512",629,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",629,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",630,"QM_landings","UNIT",1
"AM SHAD","161702","347",630,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",630,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",630,"QM_landings","UNIT",1
"BLUEFISH","168559","023",630,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",630,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",630,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",630,"QM_landings","UNIT",1
"COD","164712","081",630,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",630,"QM_landings","MA",1
"FLUKE","172735","121",630,"QM_landings","UNIT",1
"HADDOCK","164744","147",630,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",630,"QM_landings","UNIT",1
"HALIBUT","172933","159",630,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",630,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",630,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",630,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",630,"QM_landings","UNIT",1
"POLLOCK","164727","269",630,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",630,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",630,"QM_landings","UNIT",1
"RED CRAB","620992","710",630,"QM_landings","UNIT",1
"RED HAKE","164730","152",630,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",630,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",630,"QM_landings","UNIT",1
"SCUP","169182","329",630,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",630,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",630,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",630,"QM_landings","S",1
"SKATE, LITTLE","564130","366",630,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",630,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",630,"QM_landings","S",1
"SKATE, THORNY","564149","370",630,"QM_landings","S",1
"SKATE, WINTER","564145","367",630,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",630,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",630,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",630,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",630,"QM_landings","S",1
"WINDOWPANE","172746","125",630,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",630,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",630,"QM_landings","UNIT",1
"WOLFFISH","171341","512",630,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",630,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",631,"QM_landings","UNIT",1
"AM SHAD","161702","347",631,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",631,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",631,"QM_landings","UNIT",1
"BLUEFISH","168559","023",631,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",631,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",631,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",631,"QM_landings","UNIT",1
"COD","164712","081",631,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",631,"QM_landings","MA",1
"FLUKE","172735","121",631,"QM_landings","UNIT",1
"HADDOCK","164744","147",631,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",631,"QM_landings","UNIT",1
"HALIBUT","172933","159",631,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",631,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",631,"QM_landings","UNIT",1
"MONKFISH","164499","012",631,"QM_landings","S",1
"OCEAN POUT","630979","250",631,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",631,"QM_landings","UNIT",1
"POLLOCK","164727","269",631,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",631,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",631,"QM_landings","UNIT",1
"RED CRAB","620992","710",631,"QM_landings","UNIT",1
"RED HAKE","164730","152",631,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",631,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",631,"QM_landings","UNIT",1
"SCUP","169182","329",631,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",631,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",631,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",631,"QM_landings","S",1
"SKATE, LITTLE","564130","366",631,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",631,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",631,"QM_landings","S",1
"SKATE, THORNY","564149","370",631,"QM_landings","S",1
"SKATE, WINTER","564145","367",631,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",631,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",631,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",631,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",631,"QM_landings","S",1
"WINDOWPANE","172746","125",631,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",631,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",631,"QM_landings","UNIT",1
"WOLFFISH","171341","512",631,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",631,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",632,"QM_landings","UNIT",1
"AM SHAD","161702","347",632,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",632,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",632,"QM_landings","UNIT",1
"BLUEFISH","168559","023",632,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",632,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",632,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",632,"QM_landings","UNIT",1
"COD","164712","081",632,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",632,"QM_landings","MA",1
"FLUKE","172735","121",632,"QM_landings","UNIT",1
"HADDOCK","164744","147",632,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",632,"QM_landings","UNIT",1
"HALIBUT","172933","159",632,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",632,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",632,"QM_landings","UNIT",1
"MONKFISH","164499","012",632,"QM_landings","S",1
"OCEAN POUT","630979","250",632,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",632,"QM_landings","UNIT",1
"POLLOCK","164727","269",632,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",632,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",632,"QM_landings","UNIT",1
"RED CRAB","620992","710",632,"QM_landings","UNIT",1
"RED HAKE","164730","152",632,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",632,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",632,"QM_landings","UNIT",1
"SCUP","169182","329",632,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",632,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",632,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",632,"QM_landings","S",1
"SKATE, LITTLE","564130","366",632,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",632,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",632,"QM_landings","S",1
"SKATE, THORNY","564149","370",632,"QM_landings","S",1
"SKATE, WINTER","564145","367",632,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",632,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",632,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",632,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",632,"QM_landings","S",1
"WINDOWPANE","172746","125",632,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",632,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",632,"QM_landings","UNIT",1
"WOLFFISH","171341","512",632,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",632,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",633,"QM_landings","UNIT",1
"AM SHAD","161702","347",633,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",633,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",633,"QM_landings","UNIT",1
"BLUEFISH","168559","023",633,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",633,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",633,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",633,"QM_landings","UNIT",1
"COD","164712","081",633,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",633,"QM_landings","MA",1
"FLUKE","172735","121",633,"QM_landings","UNIT",1
"HADDOCK","164744","147",633,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",633,"QM_landings","UNIT",1
"HALIBUT","172933","159",633,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",633,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",633,"QM_landings","UNIT",1
"MONKFISH","164499","012",633,"QM_landings","S",1
"OCEAN POUT","630979","250",633,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",633,"QM_landings","UNIT",1
"POLLOCK","164727","269",633,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",633,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",633,"QM_landings","UNIT",1
"RED CRAB","620992","710",633,"QM_landings","UNIT",1
"RED HAKE","164730","152",633,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",633,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",633,"QM_landings","UNIT",1
"SCUP","169182","329",633,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",633,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",633,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",633,"QM_landings","S",1
"SKATE, LITTLE","564130","366",633,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",633,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",633,"QM_landings","S",1
"SKATE, THORNY","564149","370",633,"QM_landings","S",1
"SKATE, WINTER","564145","367",633,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",633,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",633,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",633,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",633,"QM_landings","S",1
"WINDOWPANE","172746","125",633,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",633,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",633,"QM_landings","UNIT",1
"WOLFFISH","171341","512",633,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",633,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",634,"QM_landings","UNIT",1
"AM SHAD","161702","347",634,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",634,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",634,"QM_landings","UNIT",1
"BLUEFISH","168559","023",634,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",634,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",634,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",634,"QM_landings","UNIT",1
"COD","164712","081",634,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",634,"QM_landings","MA",1
"FLUKE","172735","121",634,"QM_landings","UNIT",1
"HADDOCK","164744","147",634,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",634,"QM_landings","UNIT",1
"HALIBUT","172933","159",634,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",634,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",634,"QM_landings","UNIT",1
"MONKFISH","164499","012",634,"QM_landings","S",1
"OCEAN POUT","630979","250",634,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",634,"QM_landings","UNIT",1
"POLLOCK","164727","269",634,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",634,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",634,"QM_landings","UNIT",1
"RED CRAB","620992","710",634,"QM_landings","UNIT",1
"RED HAKE","164730","152",634,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",634,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",634,"QM_landings","UNIT",1
"SCUP","169182","329",634,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",634,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",634,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",634,"QM_landings","S",1
"SKATE, LITTLE","564130","366",634,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",634,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",634,"QM_landings","S",1
"SKATE, THORNY","564149","370",634,"QM_landings","S",1
"SKATE, WINTER","564145","367",634,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",634,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",634,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",634,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",634,"QM_landings","S",1
"WINDOWPANE","172746","125",634,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",634,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",634,"QM_landings","UNIT",1
"WOLFFISH","171341","512",634,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",634,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",635,"QM_landings","UNIT",1
"AM SHAD","161702","347",635,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",635,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",635,"QM_landings","UNIT",1
"BLUEFISH","168559","023",635,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",635,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",635,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",635,"QM_landings","UNIT",1
"COD","164712","081",635,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",635,"QM_landings","MA",1
"FLUKE","172735","121",635,"QM_landings","UNIT",1
"HADDOCK","164744","147",635,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",635,"QM_landings","UNIT",1
"HALIBUT","172933","159",635,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",635,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",635,"QM_landings","UNIT",1
"MONKFISH","164499","012",635,"QM_landings","S",1
"OCEAN POUT","630979","250",635,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",635,"QM_landings","UNIT",1
"POLLOCK","164727","269",635,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",635,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",635,"QM_landings","UNIT",1
"RED CRAB","620992","710",635,"QM_landings","UNIT",1
"RED HAKE","164730","152",635,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",635,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",635,"QM_landings","UNIT",1
"SCUP","169182","329",635,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",635,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",635,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",635,"QM_landings","S",1
"SKATE, LITTLE","564130","366",635,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",635,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",635,"QM_landings","S",1
"SKATE, THORNY","564149","370",635,"QM_landings","S",1
"SKATE, WINTER","564145","367",635,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",635,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",635,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",635,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",635,"QM_landings","S",1
"WINDOWPANE","172746","125",635,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",635,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",635,"QM_landings","UNIT",1
"WOLFFISH","171341","512",635,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",635,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",636,"QM_landings","UNIT",1
"AM SHAD","161702","347",636,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",636,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",636,"QM_landings","UNIT",1
"BLUEFISH","168559","023",636,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",636,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",636,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",636,"QM_landings","UNIT",1
"COD","164712","081",636,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",636,"QM_landings","MA",1
"FLUKE","172735","121",636,"QM_landings","UNIT",1
"HADDOCK","164744","147",636,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",636,"QM_landings","UNIT",1
"HALIBUT","172933","159",636,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",636,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",636,"QM_landings","UNIT",1
"MONKFISH","164499","012",636,"QM_landings","S",1
"OCEAN POUT","630979","250",636,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",636,"QM_landings","UNIT",1
"POLLOCK","164727","269",636,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",636,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",636,"QM_landings","UNIT",1
"RED CRAB","620992","710",636,"QM_landings","UNIT",1
"RED HAKE","164730","152",636,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",636,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",636,"QM_landings","UNIT",1
"SCUP","169182","329",636,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",636,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",636,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",636,"QM_landings","S",1
"SKATE, LITTLE","564130","366",636,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",636,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",636,"QM_landings","S",1
"SKATE, THORNY","564149","370",636,"QM_landings","S",1
"SKATE, WINTER","564145","367",636,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",636,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",636,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",636,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",636,"QM_landings","S",1
"WINDOWPANE","172746","125",636,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",636,"QM_landings","SNEMA",1
