"COMMON_NAME","SPECIES_ITIS","NESPP3","STAT_AREA","AREA_TYPE","AREA_NAME","listed"
"SQUID, ATL LONG-FIN","082372","801",513,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",513,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",513,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",513,"CAMS","NE",1
"WINDOWPANE","172746","125",513,"CAMS","GBGOM",1
"WINTER FLD","172905","120",513,"CAMS","GOM",1
"WITCH FLD","172873","122",513,"CAMS","GBGOM",1
"WOLFFISH","171341","512",513,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",513,"CAMS","CCGOM",1
"ALEWIFE","161706","001",514,"CAMS","NE",1
"AM SHAD","161702","347",514,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",514,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",514,"CAMS","NORTH",1
"BLUEFISH","168559","023",514,"CAMS","NE",1
"BUTTERFISH","172567","051",514,"CAMS","NE",1
"CHUB MACKEREL","172413","215",514,"CAMS","NE",1
"CLAM, SURF","080944","769",514,"CAMS","NE",1
"COD","164712","081",514,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",514,"CAMS","NE",1
"FLUKE","172735","121",514,"CAMS","NE",1
"HADDOCK","164744","147",514,"CAMS","GOM",1
"HAKE, WHITE","164732","153",514,"CAMS","NE",1
"HALIBUT","172933","159",514,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",514,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",514,"CAMS","NE",1
"MONKFISH","164499","012",514,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,514,"CAMS","NE",1
"OCEAN POUT","630979","250",514,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",514,"CAMS","NORTHERN",1
"POLLOCK","164727","269",514,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",514,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",514,"CAMS","NE",1
"RED CRAB","620992","710",514,"CAMS","UNIT",1
"RED HAKE","164730","152",514,"CAMS","NORTHERN",1
"REDFISH","166774","240",514,"CAMS","NE",1
"SCALLOP, SEA","079718","800",514,"CAMS","GOM",1
"SCUP","169182","329",514,"CAMS","by stat area",1
"SILVER HAKE","164791","509",514,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",514,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",514,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",514,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",514,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",514,"CAMS","GOM",1
"SKATE, THORNY","564149","370",514,"CAMS","GOM",1
"SKATE, WINTER","564145","367",514,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",514,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",514,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",514,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",514,"CAMS","NE",1
"WINDOWPANE","172746","125",514,"CAMS","GBGOM",1
"WINTER FLD","172905","120",514,"CAMS","GOM",1
"WITCH FLD","172873","122",514,"CAMS","GBGOM",1
"WOLFFISH","171341","512",514,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",514,"CAMS","CCGOM",1
"ALEWIFE","161706","001",515,"CAMS","NE",1
"AM SHAD","161702","347",515,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",515,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",515,"CAMS","NORTH",1
"BLUEFISH","168559","023",515,"CAMS","NE",1
"BUTTERFISH","172567","051",515,"CAMS","NE",1
"CHUB MACKEREL","172413","215",515,"CAMS","NE",1
"CLAM, SURF","080944","769",515,"CAMS","NE",1
"COD","164712","081",515,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",515,"CAMS","NE",1
"FLUKE","172735","121",515,"CAMS","NE",1
"HADDOCK","164744","147",515,"CAMS","GOM",1
"HAKE, WHITE","164732","153",515,"CAMS","NE",1
"HALIBUT","172933","159",515,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",515,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",515,"CAMS","NE",1
"MONKFISH","164499","012",515,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,515,"CAMS","NE",1
"OCEAN POUT","630979","250",515,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",515,"CAMS","NORTHERN",1
"POLLOCK","164727","269",515,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",515,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",515,"CAMS","NE",1
"RED CRAB","620992","710",515,"CAMS","UNIT",1
"RED HAKE","164730","152",515,"CAMS","NORTHERN",1
"REDFISH","166774","240",515,"CAMS","NE",1
"SCALLOP, SEA","079718","800",515,"CAMS","GOM",1
"SCUP","169182","329",515,"CAMS","by stat area",1
"SILVER HAKE","164791","509",515,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",515,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",515,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",515,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",515,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",515,"CAMS","GOM",1
"SKATE, THORNY","564149","370",515,"CAMS","GOM",1
"SKATE, WINTER","564145","367",515,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",515,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",515,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",515,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",515,"CAMS","NE",1
"WINDOWPANE","172746","125",515,"CAMS","GBGOM",1
"WINTER FLD","172905","120",515,"CAMS","GOM",1
"WITCH FLD","172873","122",515,"CAMS","GBGOM",1
"WOLFFISH","171341","512",515,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",515,"CAMS","CCGOM",1
"OCEAN POUT","630979","250",520,"CAMS","GB_SNE",1
"ALEWIFE","161706","001",521,"CAMS","NE",1
"AM SHAD","161702","347",521,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",521,"CAMS","GBK",1
"BLACK SEA BASS","167687","335",521,"CAMS","NORTH",1
"BLUEFISH","168559","023",521,"CAMS","NE",1
"BUTTERFISH","172567","051",521,"CAMS","NE",1
"CHUB MACKEREL","172413","215",521,"CAMS","NE",1
"CLAM, SURF","080944","769",521,"CAMS","NE",1
"COD","164712","081",521,"CAMS","WGB",1
"DOGFISH, SPINY","160617","352",521,"CAMS","NE",1
"FLUKE","172735","121",521,"CAMS","NE",1
"HADDOCK","164744","147",521,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",521,"CAMS","NE",1
"HALIBUT","172933","159",521,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",521,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",521,"CAMS","NE",1
"MONKFISH","164499","012",521,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,521,"CAMS","NE",1
"OCEAN POUT","630979","250",521,"CAMS","GB_SNE",1
"OFFSHORE HAKE","164793","508",521,"CAMS","NORTHERN",1
"POLLOCK","164727","269",521,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",521,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",521,"CAMS","NE",1
"RED CRAB","620992","710",521,"CAMS","UNIT",1
"RED HAKE","164730","152",521,"CAMS","NORTHERN",1
"REDFISH","166774","240",521,"CAMS","NE",1
"SCALLOP, SEA","079718","800",521,"CAMS","GB",1
"SCUP","169182","329",521,"CAMS","by stat area",1
"SILVER HAKE","164791","509",521,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",521,"CAMS","GBK",1
"SKATE, CLEARNOSE","160855","372",521,"CAMS","GBK",1
"SKATE, LITTLE","564130","366",521,"CAMS","GBK",1
"SKATE, ROSETTE","564136","364",521,"CAMS","GBK",1
"SKATE, SMOOTH","564151","369",521,"CAMS","GBK",1
"SKATE, THORNY","564149","370",521,"CAMS","GBK",1
"SKATE, WINTER","564145","367",521,"CAMS","GBK",1
"SQUID, ATL LONG-FIN","082372","801",521,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",521,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",521,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",521,"CAMS","NE",1
"WINDOWPANE","172746","125",521,"CAMS","GBGOM",1
"WINTER FLD","172905","120",521,"CAMS","SNEMA",1
"WITCH FLD","172873","122",521,"CAMS","GBGOM",1
"WOLFFISH","171341","512",521,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",521,"CAMS","CCGOM",1
"ALEWIFE","161706","001",522,"CAMS","NE",1
"AM SHAD","161702","347",522,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",522,"CAMS","GBK",1
"BLACK SEA BASS","167687","335",522,"CAMS","NORTH",1
"BLUEFISH","168559","023",522,"CAMS","NE",1
"BUTTERFISH","172567","051",522,"CAMS","NE",1
"CHUB MACKEREL","172413","215",522,"CAMS","NE",1
"CLAM, SURF","080944","769",522,"CAMS","NE",1
"COD","164712","081",522,"CAMS","WGB",1
"DOGFISH, SPINY","160617","352",522,"CAMS","NE",1
"FLUKE","172735","121",522,"CAMS","NE",1
"HADDOCK","164744","147",522,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",522,"CAMS","NE",1
"HALIBUT","172933","159",522,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",522,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",522,"CAMS","NE",1
"MONKFISH","164499","012",522,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,522,"CAMS","NE",1
"OCEAN POUT","630979","250",522,"CAMS","GB_SNE",1
"OFFSHORE HAKE","164793","508",522,"CAMS","NORTHERN",1
"POLLOCK","164727","269",522,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",522,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",522,"CAMS","NE",1
"RED CRAB","620992","710",522,"CAMS","UNIT",1
"RED HAKE","164730","152",522,"CAMS","NORTHERN",1
"REDFISH","166774","240",522,"CAMS","NE",1
"SCALLOP, SEA","079718","800",522,"CAMS","GB",1
"SCUP","169182","329",522,"CAMS","by stat area",1
"SILVER HAKE","164791","509",522,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",522,"CAMS","GBK",1
"SKATE, CLEARNOSE","160855","372",522,"CAMS","GBK",1
"SKATE, LITTLE","564130","366",522,"CAMS","GBK",1
"SKATE, ROSETTE","564136","364",522,"CAMS","GBK",1
"SKATE, SMOOTH","564151","369",522,"CAMS","GBK",1
"SKATE, THORNY","564149","370",522,"CAMS","GBK",1
"SKATE, WINTER","564145","367",522,"CAMS","GBK",1
"SQUID, ATL LONG-FIN","082372","801",522,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",522,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",522,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",522,"CAMS","NE",1
"WINDOWPANE","172746","125",522,"CAMS","GBGOM",1
"WINTER FLD","172905","120",522,"CAMS","GB",1
"WITCH FLD","172873","122",522,"CAMS","GBGOM",1
"WOLFFISH","171341","512",522,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",522,"CAMS","GB",1
"OCEAN POUT","630979","250",523,"CAMS","GB_SNE",1
"OCEAN POUT","630979","250",524,"CAMS","GB_SNE",1
"ALEWIFE","161706","001",525,"CAMS","NE",1
"AM SHAD","161702","347",525,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",525,"CAMS","GBK",1
"BLACK SEA BASS","167687","335",525,"CAMS","NORTH",1
"BLUEFISH","168559","023",525,"CAMS","NE",1
"BUTTERFISH","172567","051",525,"CAMS","NE",1
"CHUB MACKEREL","172413","215",525,"CAMS","NE",1
"CLAM, SURF","080944","769",525,"CAMS","NE",1
"COD","164712","081",525,"CAMS","WGB",1
"DOGFISH, SPINY","160617","352",525,"CAMS","NE",1
"FLUKE","172735","121",525,"CAMS","NE",1
"HADDOCK","164744","147",525,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",525,"CAMS","NE",1
"HALIBUT","172933","159",525,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",525,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",525,"CAMS","NE",1
"MONKFISH","164499","012",525,"CAMS","SOUTHERN",1
"NBR spp (300+)",NA,NA,525,"CAMS","NE",1
"OCEAN POUT","630979","250",525,"CAMS","GB_SNE",1
"OFFSHORE HAKE","164793","508",525,"CAMS","SOUTHERN",1
"POLLOCK","164727","269",525,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",525,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",525,"CAMS","NE",1
"RED CRAB","620992","710",525,"CAMS","UNIT",1
"RED HAKE","164730","152",525,"CAMS","SOUTHERN",1
"REDFISH","166774","240",525,"CAMS","NE",1
"SCALLOP, SEA","079718","800",525,"CAMS","GB",1
"SCUP","169182","329",525,"CAMS","by stat area",1
"SILVER HAKE","164791","509",525,"CAMS","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",525,"CAMS","GBK",1
"SKATE, CLEARNOSE","160855","372",525,"CAMS","GBK",1
"SKATE, LITTLE","564130","366",525,"CAMS","GBK",1
"SKATE, ROSETTE","564136","364",525,"CAMS","GBK",1
"SKATE, SMOOTH","564151","369",525,"CAMS","GBK",1
"SKATE, THORNY","564149","370",525,"CAMS","GBK",1
"SKATE, WINTER","564145","367",525,"CAMS","GBK",1
"SQUID, ATL LONG-FIN","082372","801",525,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",525,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",525,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",525,"CAMS","NE",1
"WINDOWPANE","172746","125",525,"CAMS","GBGOM",1
"WINTER FLD","172905","120",525,"CAMS","GB",1
"WITCH FLD","172873","122",525,"CAMS","GBGOM",1
"WOLFFISH","171341","512",525,"CAMS","GBK",1
"YELLOWTAIL FLD","172909","123",525,"CAMS","GB",1
"ALEWIFE","161706","001",526,"CAMS","NE",1
"AM SHAD","161702","347",526,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",526,"CAMS","GBK",1
"BLACK SEA BASS","167687","335",526,"CAMS","NORTH",1
"BLUEFISH","168559","023",526,"CAMS","NE",1
"BUTTERFISH","172567","051",526,"CAMS","NE",1
"CHUB MACKEREL","172413","215",526,"CAMS","NE",1
"CLAM, SURF","080944","769",526,"CAMS","NE",1
"COD","164712","081",526,"CAMS","WGB",1
"DOGFISH, SPINY","160617","352",526,"CAMS","NE",1
"FLUKE","172735","121",526,"CAMS","NE",1
"HADDOCK","164744","147",526,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",526,"CAMS","NE",1
"HALIBUT","172933","159",526,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",526,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",526,"CAMS","NE",1
"MONKFISH","164499","012",526,"CAMS","SOUTHERN",1
"NBR spp (300+)",NA,NA,526,"CAMS","NE",1
"OCEAN POUT","630979","250",526,"CAMS","GB_SNE",1
"OFFSHORE HAKE","164793","508",526,"CAMS","SOUTHERN",1
"POLLOCK","164727","269",526,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",526,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",526,"CAMS","NE",1
"RED CRAB","620992","710",526,"CAMS","UNIT",1
"RED HAKE","164730","152",526,"CAMS","SOUTHERN",1
"REDFISH","166774","240",526,"CAMS","NE",1
"SCALLOP, SEA","079718","800",526,"CAMS","GB",1
"SCUP","169182","329",526,"CAMS","by stat area",1
"SILVER HAKE","164791","509",526,"CAMS","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",526,"CAMS","GBK",1
"SKATE, CLEARNOSE","160855","372",526,"CAMS","GBK",1
"SKATE, LITTLE","564130","366",526,"CAMS","GBK",1
"SKATE, ROSETTE","564136","364",526,"CAMS","GBK",1
"SKATE, SMOOTH","564151","369",526,"CAMS","GBK",1
"SKATE, THORNY","564149","370",526,"CAMS","GBK",1
"SKATE, WINTER","564145","367",526,"CAMS","GBK",1
"SQUID, ATL LONG-FIN","082372","801",526,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",526,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",526,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",526,"CAMS","NE",1
"WINDOWPANE","172746","125",526,"CAMS","SNEMA",1
"WINTER FLD","172905","120",526,"CAMS","SNEMA",1
"WITCH FLD","172873","122",526,"CAMS","GBGOM",1
"WOLFFISH","171341","512",526,"CAMS","GBK",1
"YELLOWTAIL FLD","172909","123",526,"CAMS","SNE",1
"OCEAN POUT","630979","250",530,"CAMS","GB_SNE",1
"ALEWIFE","161706","001",533,"CAMS","NE",1
"AM SHAD","161702","347",533,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",533,"CAMS","MA",1
"BLACK SEA BASS","167687","335",533,"CAMS","NORTH",1
"BLUEFISH","168559","023",533,"CAMS","NE",1
"BUTTERFISH","172567","051",533,"CAMS","NE",1
"CHUB MACKEREL","172413","215",533,"CAMS","NE",1
"CLAM, SURF","080944","769",533,"CAMS","NE",1
"COD","164712","081",533,"CAMS","SNE",1
"DOGFISH, SPINY","160617","352",533,"CAMS","NE",1
"FLUKE","172735","121",533,"CAMS","NE",1
"HADDOCK","164744","147",533,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",533,"CAMS","NE",1
"HALIBUT","172933","159",533,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",533,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",533,"CAMS","NE",1
"MONKFISH","164499","012",533,"CAMS","SOUTHERN",1
"NBR spp (300+)",NA,NA,533,"CAMS","NE",1
"OCEAN POUT","630979","250",533,"CAMS","MA",1
"OFFSHORE HAKE","164793","508",533,"CAMS","SOUTHERN",1
"POLLOCK","164727","269",533,"CAMS","MA",1
"QUAHOG, HARD SHELL CLAM","081496","748",533,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",533,"CAMS","NE",1
"RED CRAB","620992","710",533,"CAMS","UNIT",1
"RED HAKE","164730","152",533,"CAMS","SOUTHERN",1
"REDFISH","166774","240",533,"CAMS","NE",1
"SCALLOP, SEA","079718","800",533,"CAMS","MA",1
"SCUP","169182","329",533,"CAMS","by stat area",1
"SILVER HAKE","164791","509",533,"CAMS","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",533,"CAMS","SNE",1
"SKATE, CLEARNOSE","160855","372",533,"CAMS","SNE",1
"SKATE, LITTLE","564130","366",533,"CAMS","SNE",1
"SKATE, ROSETTE","564136","364",533,"CAMS","SNE",1
"SKATE, SMOOTH","564151","369",533,"CAMS","SNE",1
"SKATE, THORNY","564149","370",533,"CAMS","SNE",1
"SKATE, WINTER","564145","367",533,"CAMS","SNE",1
"SQUID, ATL LONG-FIN","082372","801",533,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",533,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",533,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",533,"CAMS","NE",1
"WINDOWPANE","172746","125",533,"CAMS","SNEMA",1
"WINTER FLD","172905","120",533,"CAMS","SNEMA",1
"WITCH FLD","172873","122",533,"CAMS","OTHER",1
"WOLFFISH","171341","512",533,"CAMS","GBK",1
"YELLOWTAIL FLD","172909","123",533,"CAMS","SNE",1
"ALEWIFE","161706","001",534,"CAMS","NE",1
"AM SHAD","161702","347",534,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",534,"CAMS","MA",1
"BLACK SEA BASS","167687","335",534,"CAMS","NORTH",1
"BLUEFISH","168559","023",534,"CAMS","NE",1
"BUTTERFISH","172567","051",534,"CAMS","NE",1
"CHUB MACKEREL","172413","215",534,"CAMS","NE",1
"CLAM, SURF","080944","769",534,"CAMS","NE",1
"COD","164712","081",534,"CAMS","SNE",1
"DOGFISH, SPINY","160617","352",534,"CAMS","NE",1
"FLUKE","172735","121",534,"CAMS","NE",1
"HADDOCK","164744","147",534,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",534,"CAMS","NE",1
"HALIBUT","172933","159",534,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",534,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",534,"CAMS","NE",1
"MONKFISH","164499","012",534,"CAMS","SOUTHERN",1
"NBR spp (300+)",NA,NA,534,"CAMS","NE",1
"OCEAN POUT","630979","250",534,"CAMS","MA",1
"OFFSHORE HAKE","164793","508",534,"CAMS","SOUTHERN",1
"POLLOCK","164727","269",534,"CAMS","MA",1
"QUAHOG, HARD SHELL CLAM","081496","748",534,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",534,"CAMS","NE",1
"RED CRAB","620992","710",534,"CAMS","UNIT",1
"RED HAKE","164730","152",534,"CAMS","SOUTHERN",1
"REDFISH","166774","240",534,"CAMS","NE",1
"SCALLOP, SEA","079718","800",534,"CAMS","MA",1
"SCUP","169182","329",534,"CAMS","by stat area",1
"SILVER HAKE","164791","509",534,"CAMS","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",534,"CAMS","SNE",1
"SKATE, CLEARNOSE","160855","372",534,"CAMS","SNE",1
"SKATE, LITTLE","564130","366",534,"CAMS","SNE",1
"SKATE, ROSETTE","564136","364",534,"CAMS","SNE",1
"SKATE, SMOOTH","564151","369",534,"CAMS","SNE",1
"SKATE, THORNY","564149","370",534,"CAMS","SNE",1
"SKATE, WINTER","564145","367",534,"CAMS","SNE",1
"SQUID, ATL LONG-FIN","082372","801",534,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",534,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",534,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",534,"CAMS","NE",1
"WINDOWPANE","172746","125",534,"CAMS","SNEMA",1
"WINTER FLD","172905","120",534,"CAMS","SNEMA",1
"WITCH FLD","172873","122",534,"CAMS","OTHER",1
"WOLFFISH","171341","512",534,"CAMS","GBK",1
"YELLOWTAIL FLD","172909","123",534,"CAMS","SNE",1
"ALEWIFE","161706","001",537,"CAMS","NE",1
"AM SHAD","161702","347",537,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",537,"CAMS","SNE",1
"BLACK SEA BASS","167687","335",537,"CAMS","NORTH",1
"BLUEFISH","168559","023",537,"CAMS","NE",1
"BUTTERFISH","172567","051",537,"CAMS","NE",1
"CHUB MACKEREL","172413","215",537,"CAMS","NE",1
"CLAM, SURF","080944","769",537,"CAMS","NE",1
"COD","164712","081",537,"CAMS","SNE",1
"DOGFISH, SPINY","160617","352",537,"CAMS","NE",1
"FLUKE","172735","121",537,"CAMS","NE",1
"HADDOCK","164744","147",537,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",537,"CAMS","NE",1
"HALIBUT","172933","159",537,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",537,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",537,"CAMS","NE",1
"MONKFISH","164499","012",537,"CAMS","SOUTHERN",1
"NBR spp (300+)",NA,NA,537,"CAMS","NE",1
"OCEAN POUT","630979","250",537,"CAMS","GB_SNE",1
"OFFSHORE HAKE","164793","508",537,"CAMS","SOUTHERN",1
"POLLOCK","164727","269",537,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",537,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",537,"CAMS","NE",1
"RED CRAB","620992","710",537,"CAMS","UNIT",1
"RED HAKE","164730","152",537,"CAMS","SOUTHERN",1
"REDFISH","166774","240",537,"CAMS","NE",1
"SCALLOP, SEA","079718","800",537,"CAMS","MA",1
"SCUP","169182","329",537,"CAMS","by stat area",1
"SILVER HAKE","164791","509",537,"CAMS","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",537,"CAMS","SNE",1
"SKATE, CLEARNOSE","160855","372",537,"CAMS","SNE",1
"SKATE, LITTLE","564130","366",537,"CAMS","SNE",1
"SKATE, ROSETTE","564136","364",537,"CAMS","SNE",1
"SKATE, SMOOTH","564151","369",537,"CAMS","SNE",1
"SKATE, THORNY","564149","370",537,"CAMS","SNE",1
"SKATE, WINTER","564145","367",537,"CAMS","SNE",1
"SQUID, ATL LONG-FIN","082372","801",537,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",537,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",537,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",537,"CAMS","NE",1
"WINDOWPANE","172746","125",537,"CAMS","SNEMA",1
"WINTER FLD","172905","120",537,"CAMS","SNEMA",1
"WITCH FLD","172873","122",537,"CAMS","OTHER",1
"WOLFFISH","171341","512",537,"CAMS","GBK",1
"YELLOWTAIL FLD","172909","123",537,"CAMS","SNE",1
"ALEWIFE","161706","001",538,"CAMS","NE",1
"AM SHAD","161702","347",538,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",538,"CAMS","SNE",1
"BLACK SEA BASS","167687","335",538,"CAMS","NORTH",1
"BLUEFISH","168559","023",538,"CAMS","NE",1
"BUTTERFISH","172567","051",538,"CAMS","NE",1
"CHUB MACKEREL","172413","215",538,"CAMS","NE",1
"CLAM, SURF","080944","769",538,"CAMS","NE",1
"COD","164712","081",538,"CAMS","SNE",1
"DOGFISH, SPINY","160617","352",538,"CAMS","NE",1
"FLUKE","172735","121",538,"CAMS","NE",1
"HADDOCK","164744","147",538,"CAMS","WGB and South",1
"HAKE, WHITE","164732","153",538,"CAMS","NE",1
"HALIBUT","172933","159",538,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",538,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",538,"CAMS","NE",1
"MONKFISH","164499","012",538,"CAMS","SOUTHERN",1
